model_harness,model,harness,eval_name,round,field,field_score,field_passed,kit,assay_type,task_family,time_horizon,source_prefix
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002b_duplicate_rate_interpretation,r3,dup_rate_k4,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002b_duplicate_rate_interpretation,r3,dup_rate_k9,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002b_duplicate_rate_interpretation,r3,dup_rate_pol2,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002b_duplicate_rate_interpretation,r3,k4r1_spike_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002b_duplicate_rate_interpretation,r3,mark_rank_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002b_duplicate_rate_interpretation,r3,unique_reads_ratio_k27_vs_k4,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r1,contamination_prediction_code,1.0,True,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r1,spike_organism_rationale_code,1.0,True,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r1,spike_rate_k4_pct,0.0,False,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r1,spike_rate_pol2_pct,1.0,True,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r1,spike_rate_ratio_pol2_vs_k4,0.0,False,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r2,contamination_prediction_code,1.0,True,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r2,spike_organism_rationale_code,1.0,True,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r2,spike_rate_k4_pct,0.0,False,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r2,spike_rate_pol2_pct,1.0,True,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r2,spike_rate_ratio_pol2_vs_k4,0.0,False,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r3,contamination_prediction_code,1.0,True,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r3,spike_organism_rationale_code,1.0,True,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r3,spike_rate_k4_pct,0.0,False,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r3,spike_rate_pol2_pct,1.0,True,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002c_spike_in_organism_biochemistry,r3,spike_rate_ratio_pol2_vs_k4,0.0,False,cuttag_cutrun,cuttag_cutrun,normalization,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002d_library_qc_triage,r1,dup_rate_range_histone,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002d_library_qc_triage,r1,n_samples_to_exclude,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002d_library_qc_triage,r1,pbc1_highest_dup,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002d_library_qc_triage,r1,qc_assessment_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002d_library_qc_triage,r2,dup_rate_range_histone,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002d_library_qc_triage,r2,n_samples_to_exclude,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002d_library_qc_triage,r2,pbc1_highest_dup,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002d_library_qc_triage,r2,qc_assessment_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002d_library_qc_triage,r3,dup_rate_range_histone,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002d_library_qc_triage,r3,n_samples_to_exclude,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002d_library_qc_triage,r3,pbc1_highest_dup,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002d_library_qc_triage,r3,qc_assessment_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002e_igg_control_interpretation,r1,igg_control_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002e_igg_control_interpretation,r1,igg_spike_in_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002e_igg_control_interpretation,r1,igg_to_k4me3_dup_ratio,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002e_igg_control_interpretation,r1,k4me3_r1_spike_fraction,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002e_igg_control_interpretation,r2,igg_control_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002e_igg_control_interpretation,r2,igg_spike_in_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002e_igg_control_interpretation,r2,igg_to_k4me3_dup_ratio,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002e_igg_control_interpretation,r2,k4me3_r1_spike_fraction,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002e_igg_control_interpretation,r3,igg_control_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002e_igg_control_interpretation,r3,igg_spike_in_fraction,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002e_igg_control_interpretation,r3,igg_to_k4me3_dup_ratio,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002e_igg_control_interpretation,r3,k4me3_r1_spike_fraction,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002f_duplicate_handling,r1,dup_rate_range,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002f_duplicate_handling,r1,duplicate_handling_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002f_duplicate_handling,r1,highest_dup_rate,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002f_duplicate_handling,r1,highest_dup_spike_fraction,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002f_duplicate_handling,r2,dup_rate_range,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002f_duplicate_handling,r2,duplicate_handling_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002f_duplicate_handling,r2,highest_dup_rate,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002f_duplicate_handling,r2,highest_dup_spike_fraction,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002f_duplicate_handling,r3,dup_rate_range,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002f_duplicate_handling,r3,duplicate_handling_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002f_duplicate_handling,r3,highest_dup_rate,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002f_duplicate_handling,r3,highest_dup_spike_fraction,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002g_se_pe_duplicate_artifacts,r1,layout_effect_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002g_se_pe_duplicate_artifacts,r1,pe_mean_dup_rate,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002g_se_pe_duplicate_artifacts,r1,se_mean_dup_rate,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002g_se_pe_duplicate_artifacts,r1,se_mean_spike_fraction,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002g_se_pe_duplicate_artifacts,r2,layout_effect_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002g_se_pe_duplicate_artifacts,r2,pe_mean_dup_rate,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002g_se_pe_duplicate_artifacts,r2,se_mean_dup_rate,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002g_se_pe_duplicate_artifacts,r2,se_mean_spike_fraction,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002g_se_pe_duplicate_artifacts,r3,layout_effect_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002g_se_pe_duplicate_artifacts,r3,pe_mean_dup_rate,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002g_se_pe_duplicate_artifacts,r3,se_mean_dup_rate,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002g_se_pe_duplicate_artifacts,r3,se_mean_spike_fraction,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r1,concordance_assessment_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r1,frac_rep1_in_rep2,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r1,frac_rep2_in_rep1,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r1,jaccard_index,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r1,mean_domain_width,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r1,n_peaks_merged,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r1,n_peaks_rep1,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r1,n_peaks_rep2,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r2,concordance_assessment_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r2,frac_rep1_in_rep2,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r2,frac_rep2_in_rep1,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r2,jaccard_index,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r2,mean_domain_width,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r2,n_peaks_merged,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r2,n_peaks_rep1,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_002h_replicate_concordance,r2,n_peaks_rep2,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
